Deudor;Población;Frecuencia de visita;Desde centro;Oficina de ventas;Denominación Gr#Clientes 5;Denominación Gr#Clientes 4
3018199;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;SI GOLD
3018201;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018202;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018206;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018207;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018208;LOS PATIOS;5;6034;Santanderes;PET SHOPS;CLASSIC
3018210;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018212;OCAÑA;5;6034;Santanderes;AGROPUNTOS;ORO
3018217;BUCARAMANGA;5;6034;Santanderes;MAYORISTA ESPEC.;ORO
3018218;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018221;BUCARAMANGA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018227;FLORIDABLANCA;5;6034;Santanderes;MAYORISTAS;PLATA
3018229;PUERTO SANTANDER;5;6034;Santanderes;MAYORISTAS;BRONCE
3018230;PUERTO SANTANDER;5;6034;Santanderes;MAYORISTAS;BRONCE
3018232;BUCARAMANGA;2;6034;Santanderes;MAYORISTAS;ORO
3018239;PUERTO SANTANDER;5;6034;Santanderes;MAYORISTAS;BRONCE
3018240;GIRÓN;5;6034;Santanderes;CAD. REGIONALES;ORO
3018244;SAN ALBERTO;5;6034;Santanderes;CAD. REGIONALES;ORO
3018246;EL PLAYÓN;5;6034;Santanderes;CAD. REGIONALES;ORO
3018248;BUCARAMANGA;5;6034;Santanderes;MAYORISTAS;SEGMENTO 1
3018250;BUCARAMANGA;5;6034;Santanderes;PET SHOPS;CLASSIC
3018254;BARRANCABERMEJA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018257;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018259;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018260;PUERTO SANTANDER;5;6034;Santanderes;MAYORISTAS;ORO
3018262;EL CARMEN DE CHUCURÍ;3;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018265;BARRANCABERMEJA;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018266;OCAÑA;5;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018267;FLORIDABLANCA;5;6034;Santanderes;CAD. REGIONALES;ORO
3018271;BUCARAMANGA;5;6034;Santanderes;CAD. REGIONALES;ORO
3018273;FLORIDABLANCA;5;6034;Santanderes;CAD. REGIONALES;ORO
3018275;VILLA DEL ROSARIO;5;6034;Santanderes;MAYORISTAS;BRONCE
3018277;PUERTO PARRA;5;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018278;GIRÓN;5;6034;Santanderes;CAD. REGIONALES;ORO
3018280;CÚCUTA;5;6034;Santanderes;CAD. REGIONALES;ORO
3018286;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018289;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018290;GIRÓN;5;6034;Santanderes;CAD. REGIONALES;ORO
3018292;SOCORRO;5;6034;Santanderes;AGROPUNTOS;CLASSIC
3018293;SOCORRO;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018294;SAN VICENTE DE CHUCURÍ;5;6034;Santanderes;VETERINARIA;CLASSIC
3018295;BUCARAMANGA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018297;LOS PATIOS;5;6034;Santanderes;SUP. INDEPENDIENTE;SI GOLD
3018298;AGUACHICA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018300;BUCARAMANGA;5;6034;Santanderes;PET SHOPS;CLASSIC
3018301;BUCARAMANGA;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018302;VALLE DE SAN JOSÉ;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018303;SAN GIL;5;6034;Santanderes;AGROPUNTOS;CLASSIC
3018304;AGUACHICA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018305;EL CARMEN DE CHUCURÍ;3;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018306;PAMPLONA;5;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018311;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018312;CÚCUTA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018314;VILLA DEL ROSARIO;5;6034;Santanderes;PET SHOPS;CLASSIC
3018315;GIRÓN;2;6034;Santanderes;MAYORISTA ESPEC.;ORO
3018316;PAMPLONA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018318;CÚCUTA;5;6034;Santanderes;MAYORISTAS;SEGMENTO 1
3018320;LOS PATIOS;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018327;EL ZULIA;5;6034;Santanderes;MAYORISTAS;SEGMENTO 1
3018328;CÚCUTA;5;6034;Santanderes;PET SHOPS;CLASSIC
3018329;CÚCUTA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018330;CÚCUTA;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018331;CÚCUTA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018332;CÚCUTA;5;6034;Santanderes;PET SHOPS;CLASSIC
3018333;AGUACHICA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018334;CHINÁCOTA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018335;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018336;ZAPATOCA;3;6034;Santanderes;CAD. REGIONALES;ORO
3018339;SAN VICENTE DE CHUCURÍ;3;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018341;PIEDECUESTA;5;6034;Santanderes;MAYORISTA ESPEC.;PLATINUM
3018342;FLORIDABLANCA;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018343;SABANA DE TORRES;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018344;PAMPLONA;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018347;FLORIDABLANCA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018348;BUCARAMANGA;5;6034;Santanderes;PET SHOPS;CLASSIC
3018351;CÚCUTA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018353;CÚCUTA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018354;CÚCUTA;3;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018356;BARRANCABERMEJA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018358;SANTA ROSA DEL SUR;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018360;CÚCUTA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018361;BUCARAMANGA;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018365;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018366;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018367;BUCARAMANGA;5;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018368;SAN PABLO SUR;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018369;BUCARAMANGA;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018372;PUERTO SANTANDER;5;6034;Santanderes;MAYORISTAS;BRONCE
3018373;CÚCUTA;5;6034;Santanderes;MAYORISTAS;SEGMENTO 1
3018374;BUCARAMANGA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018375;BUCARAMANGA;5;6034;Santanderes;PET SHOPS;CLASSIC
3018377;LOS PATIOS;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018380;OCAÑA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018383;VILLA DEL ROSARIO;5;6034;Santanderes;PET SHOPS;CLASSIC
3018386;VILLA DEL ROSARIO;5;6034;Santanderes;PET SHOPS;CLASSIC
3018387;PUERTO SANTANDER;5;6034;Santanderes;PET SHOPS;CLASSIC
3018388;SAN GIL;5;6034;Santanderes;MAYORISTA ESPEC.;ORO
3018389;FLORIDABLANCA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018392;CÚCUTA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018393;SAN GIL;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018394;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018396;SOCORRO;5;6034;Santanderes;MAYORISTAS;BRONCE
3018397;SAN GIL;5;6034;Santanderes;MAYORISTAS;BRONCE
3018398;CURITÍ;5;6034;Santanderes;AGROPUNTOS;CLASSIC
3018399;BARRANCABERMEJA;5;6034;Santanderes;VETERINARIA;CLASSIC
3018406;CÚCUTA;5;6034;Santanderes;MAYORISTAS;SEGMENTO 1
3018410;SAN GIL;5;6034;Santanderes;MAYORISTAS;SEGMENTO 1
3018411;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018412;CHINÁCOTA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018414;GIRÓN;2;6038;Santanderes;DI MULTIEMPRESA;ORO
3018417;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018420;CIMITARRA;5;6034;Santanderes;VETERINARIA;CLASSIC
3018422;VILLA DEL ROSARIO;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018423;OCAÑA;5;6034;Santanderes;AGROPUNTOS;ORO
3018424;PIEDECUESTA;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018425;CÚCUTA;5;6034;Santanderes;MAYORISTAS;PLATA
3018426;FLORIDABLANCA;5;6034;Santanderes;AGROPUNTOS;CLASSIC
3018427;AGUACHICA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018429;OCAÑA;5;6034;Santanderes;MAYORISTAS;PLATA
3018430;BARRANCABERMEJA;2;6034;Santanderes;DI MULTIEMPRESA;ORO
3018431;GIRÓN;2;6038;Santanderes;MODELO TAT;ORO
3018432;CÚCUTA;5;6034;Santanderes;PET SHOPS;CLASSIC
3018433;BUCARAMANGA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018434;VILLA DEL ROSARIO;3;6034;Santanderes;MAYORISTAS;PLATA
3018435;BUCARAMANGA;5;6034;Santanderes;MAYORISTAS;SEGMENTO 1
3018436;BUCARAMANGA;5;6034;Santanderes;MAYORISTAS;SEGMENTO 1
3018437;PIEDECUESTA;5;6034;Santanderes;SUP. INDEPENDIENTE;SI GOLD
3018439;BUCARAMANGA;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018440;FLORIDABLANCA;5;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018441;PIEDECUESTA;5;6034;Santanderes;MAYORISTAS;PLATA
3018442;BUCARAMANGA;5;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018443;LOS PATIOS;5;6034;Santanderes;PET SHOPS;CLASSIC
3018444;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018447;CÚCUTA;5;6034;Santanderes;CAD. REGIONALES;ORO
3018449;VILLA DEL ROSARIO;5;6034;Santanderes;MAYORISTAS;ORO
3018450;LOS PATIOS;5;6034;Santanderes;PET SHOPS;CLASSIC
3018453;CÚCUTA;5;6034;Santanderes;PET SHOPS;CLASSIC
3018454;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018456;BUCARAMANGA;5;6034;Santanderes;SUP. INDEPENDIENTE;SI GOLD
3018457;OIBA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018458;CHARALÁ;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018459;SOCORRO;5;6034;Santanderes;VETERINARIA;CLASSIC
3018460;FLORIDABLANCA;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018461;EL ZULIA;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018463;CURITÍ;5;6034;Santanderes;VETERINARIA;CLASSIC
3018464;SAN GIL;5;6034;Santanderes;AGROPUNTOS;ORO
3018465;PIEDECUESTA;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018466;OCAÑA;5;6034;Santanderes;MAYORISTAS;SEGMENTO 1
3018467;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018469;GIRÓN;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018470;BUCARAMANGA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018471;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018472;CÚCUTA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018473;FLORIDABLANCA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018475;BARRANCABERMEJA;5;6034;Santanderes;AGROPUNTOS;CLASSIC
3018477;BARRANCABERMEJA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018478;LOS PATIOS;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018480;CHINÁCOTA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018481;CÚCUTA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018484;LOS PATIOS;5;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018486;BUCARAMANGA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018487;LOS PATIOS;5;6034;Santanderes;AGROPUNTOS;CLASSIC
3018488;BARRANCABERMEJA;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018490;CÚCUTA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018491;AGUACHICA;5;6034;Santanderes;AGROPUNTOS;CLASSIC
3018492;BUCARAMANGA;5;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018494;BUCARAMANGA;5;6034;Santanderes;MAYORISTAS;SEGMENTO 1
3018495;CURUMANÍ;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018496;CÚCUTA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018499;BUCARAMANGA;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018500;FLORIDABLANCA;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018501;BUCARAMANGA;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018503;CÚCUTA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018504;SABANA DE TORRES;5;6034;Santanderes;MAYORISTAS;BRONCE
3018507;BARICHARA;5;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018508;CÚCUTA;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018509;PELAYA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018510;BUCARAMANGA;5;6034;Santanderes;SUP. INDEPENDIENTE;SEGMENTO 1
3018511;BUCARAMANGA;5;6034;Santanderes;MAYORISTA ESPEC.;CLASSIC
3018512;AGUACHICA;5;6034;Santanderes;MAYORISTAS;BRONCE
3018515;VILLANUEVA;5;6034;Santanderes;SUP. INDEPENDIENTE;MINIMERCADO
3018516;GIRÓN;5;6034;Santanderes;SUP. INDEPENDIENTE;SUPERETE
3018585;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3020076;SINCELEJO;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3020078;MALAMBO;2;6038;Barranquilla;MODERNO;ORO
3020111;VALLEDUPAR;5;6033;Barranquilla;CAD. REGIONALES;ORO
3020131;MONTERÍA;5;6033;Barranquilla;SUP. INDEPENDIENTE;MINIMERCADO
3020134;SINCELEJO;5;6033;Barranquilla;MAYORISTAS;BRONCE
3020148;COROZAL;5;6033;Barranquilla;SUP. INDEPENDIENTE;SI GOLD
3020149;COROZAL;5;6033;Barranquilla;MAYORISTAS;BRONCE
3020152;BARRANQUILLA;2;6038;Barranquilla;DT;ORO
3020155;SANTA MARTA;2;6038;Barranquilla;DI MULTIEMPRESA;ORO
3020169;CARTAGENA DE INDIAS;5;6038;Barranquilla;DI MULTIEMPRESA;ORO
3020204;VALLEDUPAR;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3020217;BARRANQUILLA;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3020218;BARRANQUILLA;5;6033;Barranquilla;MAYORISTAS;BRONCE
3020220;BARRANQUILLA;2;6033;Barranquilla;MAYORISTAS;ORO
3020231;BARRANQUILLA;5;6033;Barranquilla;MAYORISTAS;PLATA
3020241;BARRANQUILLA;2;6033;Barranquilla;MAYORISTAS;PLATA
3020289;MALAMBO;2;6033;Barranquilla;MAYORISTAS;ORO
3020294;BARRANQUILLA;5;6033;Barranquilla;SUP. INDEPENDIENTE;MINIMERCADO
3020295;BARRANQUILLA;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3020304;BARRANQUILLA;5;6033;Barranquilla;MAYORISTAS;BRONCE
3020395;BARRANQUILLA;5;6033;Barranquilla;SUP. INDEPENDIENTE;MINIMERCADO
3020397;ARJONA;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3020494;SOLEDAD;5;6033;Barranquilla;MAYORISTAS;BRONCE
3020496;BARRANQUILLA;2;6033;Barranquilla;MODERNO;ORO
3020498;BARRANQUILLA;2;6033;Barranquilla;MAYORISTAS;PLATA
3020509;SOLEDAD;2;6003;Barranquilla;MAYORISTAS;ORO
3020513;BARRANQUILLA;2;6033;Barranquilla;MAYORISTAS;ORO
3020519;BOSCONIA;5;6033;Barranquilla;MAYORISTAS;BRONCE
3020529;VALLEDUPAR;2;6033;Barranquilla;MAYORISTAS;PLATA
3020531;VALLEDUPAR;5;6033;Barranquilla;MAYORISTAS;BRONCE
3020537;VALLEDUPAR;5;6033;Barranquilla;MAYORISTAS;PLATA
3020551;VALLEDUPAR;2;6033;Barranquilla;MAYORISTAS;ORO
3020553;BOSCONIA;5;6033;Barranquilla;MAYORISTAS;BRONCE
3020573;SINCELEJO;5;6033;Barranquilla;MAYORISTAS;BRONCE
3020582;SANTA MARTA;2;6033;Barranquilla;MODERNO;ORO
3020599;CIÉNAGA;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3020616;SANTA MARTA;5;6033;Barranquilla;MAYORISTAS;PLATA
3020628;SANTA MARTA;5;6033;Barranquilla;MAYORISTAS;PLATA
3020667;SANTA MARTA;5;6033;Barranquilla;MAYORISTAS;BRONCE
3020688;SAMPUÉS;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3020706;SANTA MARTA;5;6038;Barranquilla;DT;ORO
3020708;CERETÉ;5;6033;Barranquilla;SUP. INDEPENDIENTE;SUPERETE
3020734;SOLEDAD;2;6003;Barranquilla;MAYORISTAS;ORO
3020746;PUERTO COLOMBIA;5;6033;Barranquilla;AGROPUNTOS;ORO
3020753;MONTERÍA;5;6033;Barranquilla;SUP. INDEPENDIENTE;SUPERETE
3020783;RIOHACHA;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3020803;AGUSTÍN CODAZZI;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3020833;AGUSTÍN CODAZZI;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3020846;MONTERÍA;5;6033;Barranquilla;MAYORISTAS;BRONCE
3020876;CHINÚ;5;6033;Barranquilla;SUP. INDEPENDIENTE;SI GOLD
3020879;SAHAGÚN;5;6033;Barranquilla;MAYORISTAS;BRONCE
3020895;LORICA;5;6033;Barranquilla;MAYORISTAS;BRONCE
3020956;VALLEDUPAR;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3020981;CARTAGENA DE INDIAS;2;6033;Barranquilla;MAYORISTAS;PLATA
3020990;CARTAGENA DE INDIAS;5;6033;Barranquilla;MAYORISTAS;PLATA
3020993;CARTAGENA DE INDIAS;5;6033;Barranquilla;MAYORISTAS;BRONCE
3020998;CARTAGENA DE INDIAS;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021017;CARTAGENA DE INDIAS;5;6033;Barranquilla;MAYORISTAS;PLATA
3021027;MONTELÍBANO;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021040;MONTELÍBANO;5;6033;Barranquilla;SUP. INDEPENDIENTE;SUPERETE
3021044;MONTELÍBANO;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3021052;CARTAGENA DE INDIAS;2;6003;Barranquilla;MAYORISTAS;ORO
3021057;CARTAGENA DE INDIAS;2;6033;Barranquilla;MAYORISTAS;ORO
3021091;CARTAGENA DE INDIAS;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3021092;CARTAGENA DE INDIAS;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021098;PLANETA RICA;5;6033;Barranquilla;MAYORISTAS;PLATA
3021123;PLANETA RICA;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021127;BARANOA;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021128;SABANALARGA;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3021148;MAICAO;5;6033;Barranquilla;SUP. INDEPENDIENTE;SUPERETE
3021149;MONTERÍA;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021151;AGUSTÍN CODAZZI;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3021166;CHINÚ;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021203;FONSECA;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021208;AGUSTÍN CODAZZI;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021223;MONTERÍA;5;6033;Barranquilla;MODERNO;ORO
3021224;BARRANQUILLA;2;6033;Barranquilla;MODERNO;ORO
3021225;CARTAGENA DE INDIAS;2;6033;Barranquilla;MODERNO;ORO
3021298;VALLEDUPAR;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021391;SANTA MARTA;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021435;BARRANQUILLA;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021447;RIOHACHA;5;6033;Barranquilla;MODERNO;ORO
3021468;VALLEDUPAR;5;6033;Barranquilla;MODERNO;ORO
3021488;BARRANQUILLA;2;6033;Barranquilla;MODERNO;ORO
3021494;CARTAGENA DE INDIAS;5;6033;Barranquilla;MAYORISTAS;PLATA
3021513;CARTAGENA DE INDIAS;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021537;CIÉNAGA;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3021539;BARRANQUILLA;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021557;BARRANQUILLA;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021564;BARRANQUILLA;5;6033;Barranquilla;SUP. INDEPENDIENTE;MINIMERCADO
3021570;AGUSTÍN CODAZZI;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3021573;RIOHACHA;5;6033;Barranquilla;MAYORISTAS;PLATA
3021574;SANTA MARTA;2;6038;Barranquilla;DT;ORO
3021582;EL CARMEN DE BOLÍVAR;5;6033;Barranquilla;SUP. INDEPENDIENTE;SUPERETE
3021602;CARTAGENA DE INDIAS;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021606;SANTIAGO DE TOLÚ;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021617;CARTAGENA DE INDIAS;2;6033;Barranquilla;DT;ORO
3021635;BARRANQUILLA;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3021638;MAGANGUÉ;5;6038;Barranquilla;DT;ORO
3021650;SINCELEJO;2;6033;Barranquilla;DT;ORO
3021653;CARTAGENA DE INDIAS;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021655;RIOHACHA;5;6033;Barranquilla;MAYORISTAS;ORO
3021660;SABANAGRANDE;5;6033;Barranquilla;MODERNO;ORO
3021663;BARRANQUILLA;2;6033;Barranquilla;MAYORISTAS;ORO
3021671;CARTAGENA DE INDIAS;2;6033;Barranquilla;MAYORISTAS;ORO
3021673;MONTERÍA;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3021692;BARRANQUILLA;2;6033;Barranquilla;DI ESPECIALIZADO;CLASSIC
3021700;GALAPA;5;6033;Barranquilla;VETERINARIA;CLASSIC
3021715;SANTA MARTA;5;6033;Barranquilla;VETERINARIA;CLASSIC
3021721;TURBACO;2;6033;Barranquilla;DI ESPECIALIZADO;CLASSIC
3021728;FUNDACIÓN;5;6033;Barranquilla;AGROPUNTOS;CLASSIC
3021732;MONTERÍA;5;6033;Barranquilla;VETERINARIA;CLASSIC
3021756;SABANALARGA;5;6033;Barranquilla;AGROPUNTOS;CLASSIC
3021770;AGUSTÍN CODAZZI;5;6033;Barranquilla;AGROPUNTOS;CLASSIC
3021777;BARRANQUILLA;5;6033;Barranquilla;AGROPUNTOS;CLASSIC
3021778;BARRANQUILLA;5;6033;Barranquilla;AGROPUNTOS;ORO
3021779;BARRANQUILLA;5;6033;Barranquilla;AGROPUNTOS;CLASSIC
3021780;SANTA MARTA;5;6033;Barranquilla;AGROPUNTOS;CLASSIC
3021781;BARRANQUILLA;5;6033;Barranquilla;AGROPUNTOS;ORO
3021783;TURBACO;5;6033;Barranquilla;AGROPUNTOS;ORO
3021799;SOLEDAD;5;6033;Barranquilla;AGROPUNTOS;CLASSIC
3021800;CARTAGENA DE INDIAS;5;6033;Barranquilla;AGROPUNTOS;ORO
3021801;CARTAGENA DE INDIAS;5;6033;Barranquilla;AGROPUNTOS;PLATINUM
3021805;SINCELEJO;5;6033;Barranquilla;AGROPUNTOS;PLATINUM
3021812;MONTELÍBANO;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021818;SAHAGÚN;5;6033;Barranquilla;SUP. INDEPENDIENTE;SI GOLD
3021825;CARTAGENA DE INDIAS;5;6033;Barranquilla;PET SHOPS;CLASSIC
3021868;RIOHACHA;5;6033;Barranquilla;DI MULTIEMPRESA;ORO
3021876;MONTERÍA;5;6033;Barranquilla;AGROPUNTOS;CLASSIC
3021881;VALLEDUPAR;2;6038;Barranquilla;DI MULTIEMPRESA;ORO
3021901;OVEJAS;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3021916;SAN LUIS DE SINCÉ;5;6033;Barranquilla;MAYORISTAS;SEGMENTO 1
3021939;VALLEDUPAR;5;6033;Barranquilla;MAYORISTAS;PLATA
3021945;CIÉNAGA;5;6033;Barranquilla;AGROPUNTOS;CLASSIC
3021954;SINCELEJO;2;6038;Barranquilla;DI MULTIEMPRESA;ORO
3021959;MONTELÍBANO;5;6033;Barranquilla;MAYORISTAS;BRONCE
3021960;SOLEDAD;2;6003;Barranquilla;MAYORISTAS;ORO
3021970;SAN MARCOS;5;6033;Barranquilla;SUP. INDEPENDIENTE;MINIMERCADO
3021974;BARRANQUILLA;5;6033;Barranquilla;SUP. INDEPENDIENTE;MINIMERCADO
3021997;CARTAGENA DE INDIAS;2;6033;Barranquilla;MODERNO;ORO
3022017;VALLEDUPAR;5;6033;Barranquilla;CAD. REGIONALES;ORO
3022022;CARTAGENA DE INDIAS;5;6033;Barranquilla;AGROPUNTOS;PLATINUM
