Deudor;Población;Frecuencia de visita;Desde centro;Oficina de ventas;Denominación Gr#Clientes 5;Denominación Gr#Clientes 4
3047484;FUNZA;3;6038;Bogota;CAD. REGIONALES;ORO
3047485;SILVANIA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047487;GUADUAS;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047488;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047489;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047492;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;PLATINUM
3047493;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047494;PUERTO LÓPEZ;5;6038;Bogota;VETERINARIA;CLASSIC
3047496;ROVIRA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047498;LA PLATA;5;6038;Bogota;MAYORISTAS;SEGMENTO 1
3047499;MADRID;5;6038;Bogota;AGROPUNTOS;PLATINUM
3047500;BOGOTÁ D.C.;2;6038;Bogota;MODELO TAT;ORO
3047501;PITALITO;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047502;PITALITO;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047504;SOACHA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047505;TIMANÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047506;GRANADA;5;6038;Bogota;VETERINARIA;CLASSIC
3047507;FUENTEDEORO;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047508;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTAS;BRONCE
3047509;SOACHA;5;6038;Bogota;PET SHOPS;CLASSIC
3047513;FLORENCIA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047516;EL PAUJÍL;3;6038;Bogota;MAYORISTAS;BRONCE
3047517;PITALITO;3;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047518;BOGOTÁ D.C.;3;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047519;PALOCABILDO;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047520;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
3047522;FALAN;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047525;IBAGUÉ;5;6038;Bogota;PET SHOPS;CLASSIC
3047526;MADRID;5;6038;Bogota;PET SHOPS;CLASSIC
3047527;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047529;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
3047532;PALERMO;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047533;VILLAVICENCIO;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047534;LA DORADA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047536;SOACHA;5;6038;Bogota;AGROPUNTOS;ORO
3047538;VILLA DE SAN DIEGO DE UBA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047547;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047550;GUAMAL;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047551;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
3047552;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;PLATINUM
3047554;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047557;ACACÍAS;5;6038;Bogota;AGROPUNTOS;ORO
3047560;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047561;ESPINAL;5;6038;Bogota;AGROPUNTOS;PLATINUM
3047562;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047563;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;PLATINUM
3047565;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047573;LÍBANO;5;6038;Bogota;MAYORISTAS;BRONCE
3047574;CAJICÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047575;VILLETA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047576;CHÍA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047578;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047579;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047580;SAN SEBASTIÁN DE MARIQUIT;2;6038;Bogota;DI MULTIEMPRESA;ORO
3047581;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
3047582;SAN CARLOS DE GUAROA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047583;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047585;HATO COROZAL;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047586;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047588;CAMPOALEGRE;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047589;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047590;ROVIRA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047591;GUAMO;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047593;PITALITO;2;6038;Bogota;DI MULTIEMPRESA;ORO
3047597;SOACHA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047598;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
3047599;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047600;BOGOTÁ D.C.;5;6038;Bogota;VETERINARIA;ORO
3047602;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047604;EL DONCELLO;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047606;SOATÁ;3;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047607;AGUAZUL;5;6038;Bogota;PET SHOPS;CLASSIC
3047609;TAURAMENA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047610;SILVANIA;5;6038;Bogota;AGROPUNTOS;PLATINUM
3047612;MANÍ;5;6038;Bogota;VETERINARIA;CLASSIC
3047614;YOPAL;5;6038;Bogota;VETERINARIA;ORO
3047617;IBAGUÉ;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047618;SAN MARTÍN DE LOS LLANOS;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047619;TUTA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047620;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047622;LA PLATA;2;6038;Bogota;DI MULTIEMPRESA;ORO
3047623;PUERTO ASÍS;2;6038;Bogota;DI MULTIEMPRESA;ORO
3047624;LÉRIDA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047625;FACATATIVÁ;5;6038;Bogota;MAYORISTAS;BRONCE
3047626;ITAGÜÍ;5;6032;Antioquia;AGROPUNTOS;CLASSIC
3047627;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047628;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047629;BARRANQUILLA;5;6033;Barranquilla;AGROPUNTOS;CLASSIC
3047630;TENJO;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047631;VILLAVICENCIO;5;6038;Bogota;VETERINARIA;CLASSIC
3047632;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;ORO
3047634;VILLAVICENCIO;5;6038;Bogota;VETERINARIA;PLATINUM
3047636;SOACHA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047637;ESPINAL;5;6038;Bogota;MAYORISTAS;SEGMENTO 1
3047638;VILLETA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047639;SOACHA;5;6038;Bogota;PET SHOPS;CLASSIC
3047640;COTA;5;6030;Bogota;TIENDAS DE DESCTO.;PLATA
3047641;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;PLATINUM
3047642;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047656;SOACHA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047657;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;PLATINUM
3047658;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047660;FUNZA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047661;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;ORO
3047662;SAN SEBASTIÁN DE MARIQUIT;2;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047663;LA DORADA;2;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047664;ACACÍAS;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047665;FACATATIVÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047666;TUNJA;5;6038;Bogota;VETERINARIA;ORO
3047667;FUNZA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047671;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047672;NEIVA;2;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047674;VILLA DE LEYVA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047675;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;ORO
3047676;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;ORO
3047680;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;PLATINUM
3047682;DUITAMA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047683;IBAGUÉ;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047685;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047686;PUERTO GAITÁN;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047687;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047689;SUTAMARCHÁN;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047690;FUSAGASUGÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047691;SAN FRANCISCO;5;6038;Bogota;AGROPUNTOS;ORO
3047692;VILLAVICENCIO;5;6038;Bogota;MAYORISTAS;BRONCE
3047693;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047694;PITALITO;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047695;IBAGUÉ;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047697;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047698;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047699;GUAMAL;5;6038;Bogota;PET SHOPS;CLASSIC
3047702;IBAGUÉ;5;6038;Bogota;CAD. REGIONALES;ORO
3047703;TUNJA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047704;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047707;ROVIRA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047709;VILLAVICENCIO;5;6038;Bogota;VETERINARIA;CLASSIC
3047710;FACATATIVÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047715;MONTERREY;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047716;SALDAÑA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047717;PLANADAS;5;6038;Bogota;MAYORISTAS;BRONCE
3047719;CHAPARRAL;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047721;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;ORO
3047723;CHÍA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047724;BOGOTÁ D.C.;5;6038;Bogota;VETERINARIA;CLASSIC
3047725;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047726;NEIVA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047727;PAICOL;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047728;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047729;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;ORO
3047731;CAJAMARCA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047732;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047734;ESPINAL;5;6038;Bogota;PET SHOPS;CLASSIC
3047735;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047738;GIRARDOT;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047740;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;ORO
3047742;SABOYÁ;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047743;TOCANCIPÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047745;TUNJA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047748;GUADALUPE;3;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047751;BOGOTÁ D.C.;5;6038;Bogota;VETERINARIA;ORO
3047752;BOGOTÁ D.C.;5;6038;Bogota;VETERINARIA;ORO
3047753;BOGOTÁ D.C.;5;6030;Bogota;AGROPUNTOS;BLACK
3047754;GRANADA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047755;GRANADA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047757;VILLAVICENCIO;5;6038;Bogota;MAYORISTAS;PLATA
3047759;TUNJA;5;6038;Bogota;VETERINARIA;CLASSIC
3047761;ESPINAL;5;6038;Bogota;PET SHOPS;CLASSIC
3047762;VILLAVICENCIO;5;6038;Bogota;MAYORISTAS;PLATA
3047763;GIRARDOT;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047764;ACACÍAS;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047765;TUNJA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047767;ACACÍAS;5;6038;Bogota;VETERINARIA;ORO
3047768;FUSAGASUGÁ;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047769;FUSAGASUGÁ;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047773;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047774;LA MESA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047775;SAN MARTÍN DE LOS LLANOS;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047776;CARMEN DE APICALÁ;5;6038;Bogota;AGROPUNTOS;PLATINUM
3047777;VILLAVICENCIO;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047778;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047779;MADRID;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047781;VILLA DE SAN DIEGO DE UBA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047783;FACATATIVÁ;5;6038;Bogota;MAYORISTA ESPEC.;ORO
3047784;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047785;GUAYABAL DE SÍQUIMA;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
3047787;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047788;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047789;IBAGUÉ;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047790;IBAGUÉ;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047791;ESPINAL;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047792;SUESCA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047793;SOACHA;5;6038;Bogota;PET SHOPS;CLASSIC
3047794;SOACHA;5;6038;Bogota;PET SHOPS;CLASSIC
3047795;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;ORO
3047796;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047798;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047800;SABOYÁ;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047802;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047804;ACACÍAS;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047805;TENJO;5;6038;Bogota;PET SHOPS;CLASSIC
3047806;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047807;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047808;RESTREPO;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047809;IBAGUÉ;5;6038;Bogota;AGROPUNTOS;PLATINUM
3047811;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047812;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
3047813;IBAGUÉ;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047814;IBAGUÉ;5;6038;Bogota;AGROPUNTOS;ORO
3047815;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047816;ESPINAL;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047817;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047818;GUAMAL;5;6038;Bogota;PET SHOPS;CLASSIC
3047820;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
3047821;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047822;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047823;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047824;TOCANCIPÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047826;BOGOTÁ D.C.;2;6038;Bogota;DI MULTIEMPRESA;ORO
3047827;GIRARDOT;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047828;CHÍA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047829;ACACÍAS;5;6038;Bogota;VETERINARIA;ORO
3047831;TAURAMENA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047833;MOSQUERA;5;6038;Bogota;AGROPUNTOS;ORO
3047834;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047835;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047836;MÁLAGA;5;6034;Bogota;MAYORISTA ESPEC.;CLASSIC
3047839;YOPAL;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047840;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTAS;SEGMENTO 1
3047841;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047845;VILLAVICENCIO;5;6038;Bogota;VETERINARIA;ORO
3047846;VILLAVICENCIO;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047847;PALERMO;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047850;ZIPAQUIRÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047851;TESALIA (CARNICERÍAS);5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047852;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;ORO
3047853;NEIVA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047854;SANTA ROSA DE VITERBO;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047855;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047857;CHÍA;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047860;AGUAZUL;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047861;YOPAL;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047862;YOPAL;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047863;LA DORADA;2;6038;Bogota;DI MULTIEMPRESA;ORO
3047864;GUAMAL;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047865;YOPAL;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047866;YOPAL;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047867;OTANCHE;3;6038;Bogota;AGROPUNTOS;CLASSIC
3047869;YOPAL;5;6038;Bogota;MAYORISTAS;ORO
3047870;SOACHA;5;6038;Bogota;PET SHOPS;CLASSIC
3047872;LA PLATA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047873;SOACHA;5;6038;Bogota;PET SHOPS;CLASSIC
3047874;FACATATIVÁ;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
3047877;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047879;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047880;ACACÍAS;5;6038;Bogota;VETERINARIA;CLASSIC
3047881;YOPAL;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047882;BOGOTÁ D.C.;5;6038;Bogota;VETERINARIA;CLASSIC
3047883;SOTAQUIRÁ;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047886;ACACÍAS;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047888;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047889;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047890;PAIPA;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047892;CAJICÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047894;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047896;CAJICÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047897;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047898;NEIVA;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047900;CAJICÁ;5;6038;Bogota;PET SHOPS;CLASSIC
3047903;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
3047906;NEIVA;5;6038;Bogota;MAYORISTAS;SEGMENTO 1
3047907;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047909;IBAGUÉ;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047911;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047912;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047913;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047914;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047915;SOACHA;5;6038;Bogota;DI ESPECIALIZADO;CLASSIC
3047916;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047917;PITALITO;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047918;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047922;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047923;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047924;MELGAR;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047927;CAJICÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047928;NUNCHÍA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047929;TOCAIMA;2;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047930;BOGOTÁ D.C.;5;6038;Bogota;VETERINARIA;CLASSIC
3047931;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047933;JENESANO;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047936;AIPE;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047938;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047939;TARQUI;3;6038;Bogota;MAYORISTAS;SEGMENTO 1
3047940;GARZÓN;3;6038;Bogota;PET SHOPS;CLASSIC
3047941;ACACÍAS;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047942;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
3047944;SOACHA;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
3047945;GUATEQUE;5;6038;Bogota;AGROPUNTOS;CLASSIC
3047946;LA MESA;5;6038;Bogota;PET SHOPS;CLASSIC
3047947;BOGOTÁ D.C.;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047948;VILLAVICENCIO;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047949;BOGOTÁ D.C.;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
3047951;MADRID;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047952;VILLAVICENCIO;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047953;MOSQUERA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047954;BOGOTÁ D.C.;5;6038;Bogota;PET SHOPS;CLASSIC
3047955;IBAGUÉ;5;6038;Bogota;PET SHOPS;CLASSIC
3047956;VILLAVICENCIO;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047958;VILLAVICENCIO;5;6038;Bogota;MAYORISTAS;BRONCE
3047959;VILLAVICENCIO;5;6038;Bogota;PET SHOPS;CLASSIC
3047960;VILLAVICENCIO;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047961;GRANADA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047963;MOSQUERA;5;6038;Bogota;MODERNO;ORO
3047968;VILLAVICENCIO;5;6038;Bogota;VETERINARIA;CLASSIC
3047969;HOBO;5;6038;Bogota;SUP. INDEPENDIENTE;MINIMERCADO
3047970;CAJICÁ;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047971;TUNJA;5;6038;Bogota;SUP. INDEPENDIENTE;SEGMENTO 1
3047972;NEIVA;5;6038;Bogota;SUP. INDEPENDIENTE;SI GOLD
3047973;VILLAVICENCIO;5;6038;Bogota;SUP. INDEPENDIENTE;SUPERETE
3047976;SOACHA;5;6038;Bogota;MAYORISTA ESPEC.;CLASSIC
