Cliente,CodProducto,prob_compra,compro
3001818,M511,0.09877720199051442,0
3001818,M823,0.4713689028292313,0
3001818,M827,0.17079586228004887,0
3001818,M866,0.2930729467427531,0
3001818,M872,0.026402420772444063,0
3001818,M898,0.4988845294742005,0
3001818,M899,0.29113559226307745,0
3001818,M973,0.028266884043845926,0
3001821,M1111,0.04629758988777154,0
3001821,M1114,0.04481461464152705,0
3001821,M500,0.12480087011866046,0
3001821,M509,0.13819146619550324,0
3001821,M511,0.10796044419273156,0
3001821,M823,0.39288284594370293,0
3001821,M827,0.20709328685256903,0
3001821,M866,0.04108696093529498,0
3001821,M872,0.026502457416502218,0
3001821,M898,0.052588619967334244,0
3001821,M899,0.022001400161420524,0
3001821,M973,0.02255440123816137,0
3001837,M1111,0.047352257502026845,0
3001837,M1114,0.045343346574858806,0
3001837,M500,0.6751509252605243,0
3001837,M509,0.4933599609761438,0
3001837,M511,0.10494126373734415,0
3001837,M823,0.5038518041484003,0
3001837,M827,0.5023947530029522,0
3001837,M866,0.023775788261129353,0
3001837,M872,0.015375648410971162,0
3001837,M898,0.34194270183094544,0
3001837,M899,0.01612415184630768,0
3001837,M973,0.016531926480461524,0
3001844,M1111,0.6653020160707345,1
3001844,M1114,0.47583825955986075,1
3001844,M500,0.11444738611067062,0
3001844,M509,0.6653707460775087,1
3001844,M511,0.1375246621443861,0
3001844,M823,0.4679624381753519,0
3001844,M827,0.4056664726900382,0
3001844,M866,0.04250975385811526,0
3001844,M872,0.030017492988013064,0
3001844,M898,0.7936993187350252,1
3001844,M899,0.032712662957337546,0
3001844,M973,0.03481720699053025,0
3001864,M1111,0.02344074977348677,0
3001864,M1114,0.02344074977348677,0
3001864,M500,0.38054894131955813,0
3001864,M509,0.11343311050613139,0
3001864,M511,0.08258767067701515,0
3001864,M823,0.3935546003477403,1
3001864,M827,0.178923881742824,0
3001864,M866,0.01964312751583117,0
3001864,M872,0.012684112379008352,0
3001864,M898,0.028689517693466473,0
3001864,M899,0.012467789310057537,0
3001864,M973,0.012784297221970638,0
3001880,M1111,0.02344074977348677,0
3001880,M1114,0.02344074977348677,0
3001880,M500,0.41405210125736003,0
3001880,M509,0.3776305120219999,0
3001880,M511,0.08258767067701515,0
3001880,M823,0.6778231097326948,1
3001880,M827,0.6737465864498369,1
3001880,M866,0.01964312751583117,0
3001880,M872,0.012684112379008352,0
3001880,M898,0.028689517693466473,0
3001880,M899,0.012467789310057537,0
3001880,M973,0.012784297221970638,0
3001890,M1111,0.044586723238001356,0
3001890,M1114,0.04014496584779594,0
3001890,M500,0.14998185668233766,0
3001890,M509,0.09541928253867125,1
3001890,M511,0.11140022273468039,0
3001890,M823,0.18337356998219223,0
3001890,M827,0.18250238523768586,0
3001890,M866,0.04334495376991505,0
3001890,M872,0.03360817774882244,0
3001890,M898,0.42845028521614437,0
3001890,M899,0.034338262521082394,0
3001890,M973,0.03654343722977605,0
3001900,M1111,0.08911529605158051,0
3001900,M1114,0.07490224711516637,0
3001900,M500,0.6442589547290174,1
3001900,M509,0.09344829313030087,0
3001900,M511,0.0992329929556561,0
3001900,M823,0.6975098576330062,1
3001900,M827,0.33843351854565434,0
3001900,M866,0.054857019060703865,0
3001900,M872,0.03556589495501995,0
3001900,M898,0.08775703349752079,0
3001900,M899,0.03206318880322543,0
3001900,M973,0.03286059361670661,0
3001907,M1111,0.05876714712214552,1
3001907,M1114,0.05548622704894616,0
3001907,M500,0.6272520083573415,1
3001907,M509,0.47230778101155924,0
3001907,M511,0.7017039015027567,1
3001907,M823,0.6892257568473733,0
3001907,M827,0.47554815624660085,0
3001907,M866,0.3294100842317266,1
3001907,M872,0.019559755513176444,0
3001907,M898,0.46816002297053433,1
3001907,M899,0.021536439694040933,0
3001907,M973,0.022332899084131674,0
3001920,M1111,0.029750470450044312,1
3001920,M1114,0.028465998481573575,0
3001920,M500,0.18031448565756134,1
3001920,M509,0.3841098027753306,0
3001920,M511,0.08469357592886208,0
3001920,M823,0.686334515062703,1
3001920,M827,0.4086476867245532,0
3001920,M866,0.025026978179836613,0
3001920,M872,0.016192116943264768,0
3001920,M898,0.04174568179874479,0
3001920,M899,0.01697968153944635,0
